sample_id,source_type,source_name,external_id,label,raw_label,path
recorded_swiping_right_20260901_202942_238519,video,recorded,,swiping_right,swiping_right,data/raw/recorded/train/swiping_right/swiping_right_20260901_202942_238519.mp4
recorded_swiping_right_20260901_202953_759767,video,recorded,,swiping_right,swiping_right,data/raw/recorded/train/swiping_right/swiping_right_20260901_202953_759767.mp4
recorded_swiping_right_20260901_203010_287163,video,recorded,,swiping_right,swiping_right,data/raw/recorded/train/swiping_right/swiping_right_20260901_203010_287163.mp4
recorded_swiping_right_20260901_203020_135617,video,recorded,,swiping_right,swiping_right,data/raw/recorded/train/swiping_right/swiping_right_20260901_203020_135617.mp4
recorded_swiping_right_20260901_203032_312389,video,recorded,,swiping_right,swiping_right,data/raw/recorded/train/swiping_right/swiping_right_20260901_203032_312389.mp4
recorded_swiping_right_20260901_203041_171878,video,recorded,,swiping_right,swiping_right,data/raw/recorded/train/swiping_right/swiping_right_20260901_203041_171878.mp4
recorded_swiping_right_20260901_203048_164032,video,recorded,,swiping_right,swiping_right,data/raw/recorded/train/swiping_right/swiping_right_20260901_203048_164032.mp4
recorded_swiping_right_20260901_203100_249519,video,recorded,,swiping_right,swiping_right,data/raw/recorded/train/swiping_right/swiping_right_20260901_203100_249519.mp4
recorded_swiping_right_20260901_203126_237703,video,recorded,,swiping_right,swiping_right,data/raw/recorded/train/swiping_right/swiping_right_20260901_203126_237703.mp4
recorded_swiping_right_20260901_203142_679112,video,recorded,,swiping_right,swiping_right,data/raw/recorded/train/swiping_right/swiping_right_20260901_203142_679112.mp4
recorded_swiping_right_20260901_203217_365334,video,recorded,,swiping_right,swiping_right,data/raw/recorded/train/swiping_right/swiping_right_20260901_203217_365334.mp4
recorded_swiping_right_20260901_203314_538038,video,recorded,,swiping_right,swiping_right,data/raw/recorded/train/swiping_right/swiping_right_20260901_203314_538038.mp4
